definition_id,title,year,definition_number,definition,convexity,asymmetry,protective_rore,iterative_learning,adaptive_restructuring,growth_through_disorder,adaptability_framed,rore_extended
60c468e6-73d9-4595-ace0-d89e84d0c1a7,"antifragile, sustainable, and agile supply chain network design by considering resiliency, robustness, risk, and environmental requirements",2023,1.0,"antifragility is a new concept that designers of scnd increase the capability of facilities to cope with types of disruptions like stressors, fluctuations, volatility, and shocks. 2. the resilient policy is flexible against shocks and back to normal mode, but the antifragility concept utilizes disruptions and moves to improvement.",0,0,0,0,0,1,0,0
21f9aa40-523e-4a1f-8339-fd8bcb266b30,building supply chain resilience and antifragility: strategies and technologies for mitigating disruptions,2023,,supply chains that are resilient and antifragile—capable of surviving and thriving amid disruptions.,0,0,0,0,0,1,0,0
9c7aadd7-1b14-4ed9-bff5-7a9e251d2d96,"correction to: antifragile, sustainable, and agile supply chain network design by considering resiliency, robustness, risk, and environmental requirements",2023,,the antifragility concept utilizes disruptions and moves to improvement.,1,0,1,0,0,1,0,0
ff207d69-3be2-4d6d-bb14-9d9cd908da02,thrive during a crisis: the role of digital technologies in fostering antifragility in small and medium-sized enterprises,2023,,"antifragility, instead, represents the capability of a system to absorb shocks and get better.",0,0,0,1,1,1,0,0
f710a8e3-d2c2-48ef-9210-54a32db6e095,an operationalization of antifragility in inventory management,2023,,"antifragility refers to a systems capacity to increase performance when exposed to increasing uncertainty, representing a continuous or bounded function in which gains rise with volatility.",0,0,0,0,0,1,0,0
13c3cccd-c17e-487f-bbfd-8f26054927c4,stocks and cryptocurrencies: antifragile or robust? a novel antifragility measure of the stock and cryptocurrency markets,2023,,"a system is antifragile when it benefits from noise or disorder. thus, noise acts as a constructive element that allows the system to perform a function successfully. therefore, one expects to encounter antifragility in a complex dynamical system that is nonlinear, has many degrees of freedom and is out of equilibrium.",0,0,0,0,0,1,0,0
6aa39ff0-3586-479d-9bab-f540017767de,beyond resilience: towards antifragility?,2023,,"antifragility is positioned as a progression from robustness and resilience, with a positive end-point. where robustness ends in failure, and resilience restores the status quo (plus/minus some possible lasting impacts on performance), antifragility theoretically would result in permanent positive improvement and enhanced performance.",0,0,0,0,0,1,0,0
aedde037-b445-4d46-98d5-e800705d85f5,health service implementation and antifragile characteristics in rural communities: a dirt research approach,2023,,"when programs or units are antifragile, they stand to gain from inevitable volatility rather than be harmed by it.",0,0,0,0,0,1,0,0
8fd14b86-478d-4039-bd09-ce02845fd59b,"analyzing antifragility among smallholder farmers in bihar, india: an assessment of farmerstm vulnerability and the strengths of positive deviants",2023,,"a system is antifragile when it gains from disturbances (taleb, 2012). the average performance of an antifragile system increases as perturbations trigger selection and removal of underperforming system features, while the strongest features survive.",0,0,0,1,0,0,1,1
e17605a7-c483-4f4c-a1f9-86d4833ee9e9,investigating the interaction of factors for implementing additive manufacturing to build an antifragile supply chain: tism-micmac approach,2022,,"while a resilient supply chain aims at absorbing shocks, an antifragile supply chain sees these shocks as an opportunity to get stronger and better. an antifragile supply chain does not only respond to disruption but also thrives in it (taleb, 2012).",0,0,0,0,0,0,0,1
31ba1971-4215-4530-ab2c-351d98ffb2ee,"resilience, robustness, and antifragility: towards an appreciation of distinct organizational responses to adversity",2022,,"organizations can experience three distinct outcomes after facing adversity: (1) performance degradation followed by recovery (i.e., resilience), (2) insensitivity to uncertainty (i.e., robustness), and (3) upside gain (i.e., antifragility).",0,0,0,0,0,1,0,0
6455a701-fa4f-4f14-9c4e-fcc4bb7fe11e,enhancing antifragile performance of manufacturing systems through predictive maintenance,2022,,"antifragility is the feature of a system that increases in resilience or robustness as a result of the harmful effects of stressful actions: malfunctions, shocks, errors, noise, mistakes, disturbances, attacks, faults, or failures. in other words, some systems (natural or artificial) can improve their performance and become better when subjected to various forms of stress.",0,0,0,0,0,1,0,0
d0bbe397-7338-4c08-b90b-c3b549ab5795,gaining from disorder: making the case for antifragility in purchasing and supply chain management,2021,,"unlike robust or resilient supply chains, the antifragile supply chain loves disorder and thrives in the world of randomness. in other words, robust and resilient supply chains are placed on a continuum from the fragile to antifragile supply chain.",0,0,1,1,0,1,1,0
2fd81a93-e5fb-40fb-b3ed-9c12e05ea9a4,empowering organisations to gain from uncertainty: a conceptualisation of antifragility through leveraging organisational routines in uncertain environments,2021,,the concept of gaining from uncertainty referred to as antifragility.,0,0,0,1,0,1,0,0
1428b9e7-aecc-4070-9052-cd915111d786,designing antifragile social-technical information systems in an era of big data,2021,,"antifragility refers to the design of information systems that leverage uncertainty for gains, shifting design philosophy from preserving function to expanding functionality and performance across a range of uncertain conditions.",0,0,0,0,1,1,0,0
715ee7f1-60db-410a-8a79-0fe297c19a12,antifragile philosophy in r&d projects: applying q methodology and the possibility of open innovation,2021,,"the concept of antifragile was created by nicholas nasim taleb in 2012. it is a neologism that taleb uses to define the opposite to fragile... the opposite is what not only does not deteriorate, break down and/or collapse but also improves.",0,0,0,0,0,1,0,0
08d5dfe4-7ae8-40df-9438-6c46574e66eb,a managerial operationalization of antifragility and its consequences in supply chains,2020,,"antifragility refers to systems that gain from volatility and disorder and show an improvement in performance when subjected to large and seemingly implausible changes in parameters. antifragility encompasses robustness as it means the ability to recover after a shock, however, with the addition to achieve an even higher performance level afterwards.",0,0,1,0,1,1,0,0
3b4398f6-7897-4a11-b7a3-fb6ef159d7d6,approaches for resilience and antifragility in collaborative business ecosystems,2020,1.0,"antifragility – when systems absorb shocks and get better afterward. (taleb, 2012; hespanhol, 2017)",0,0,0,0,0,1,0,0
872629dc-18ff-4571-b62f-89af9d28daaa,approaches for resilience and antifragility in collaborative business ecosystems,2020,2.0,"taleb called it antifragile and introduced the concept of antifragility as a property beyond robustness and resilience. (russo & ciancarini, 2017)",0,0,0,0,0,1,0,0
5a88f18d-2daf-4257-87fc-e3f41bed8970,approaches for resilience and antifragility in collaborative business ecosystems,2020,3.0,"according to taleb (2012), the idea behind antifragility is to survive (even thrive) in the age of complexity and volatility when dealing with unknown randomness and disruptions. (taleb, 2012; russo & ciancarini, 2017; hespanhol, 2017)",0,0,0,0,0,1,0,0
5054d98a-41d0-46d3-acf3-bb4c8a5e9044,approaches for resilience and antifragility in collaborative business ecosystems,2020,4.0,"antifragility and fragility are degrees on a spectrum, and we can almost always detect antifragility (and fragility) using a simple test of asymmetry: anything that has more upside than downside (convex) from random events (or certain shocks) is antifragile. anything that acts reversely is fragile. (russo & ciancarini, 2017)",0,0,0,0,0,1,0,0
087a7ec6-058a-4c49-b498-c56adb9d36e9,approaches for resilience and antifragility in collaborative business ecosystems,2020,5.0,"while a robust or resilient system resists failure and remains the same or recovers from failure, an antifragile system benefits from shocks, getting better. (lichtman et al., 2016; hespanhol, 2017)",0,0,0,0,0,0,0,0
b9d69db2-1c75-452c-9b7b-269736172921,on the meaning and operationalization of antifragility: comment on the paper by groî2ler,2020,,antifragility refers to systems which gain from volatility and disorder and show an improvement in performance when subjected to large and seemingly implausible changes in parameters.,0,1,0,0,0,0,0,0
cda02efe-b78d-4e9a-869b-56541c07f43a,antifragility predicts the robustness and evolvability of biological networks through multi-class classification with a convolutional neural network,2020,,antifragility can be defined as the ability of a system to improve its functionality in the presence of external perturbations.,0,0,0,0,0,1,0,0
d50248f7-e1f5-430a-aa77-8b3429981233,black-swan type catastrophes and antifragility/supra-resilience of urban socio-technical infrastructures,2020,1.0,antifragility ... demonstrates itself as the ability of a system to become stronger (up to an unknown point) after experiencing a stressor.,0,0,0,0,0,0,0,1
b640ec13-2f81-442c-90ff-db8c18d9da9b,black-swan type catastrophes and antifragility/supra-resilience of urban socio-technical infrastructures,2020,2.0,antifragility is principally more than resilience or robustness.,0,0,0,1,1,0,0,0
fd02c8ea-b13a-4ef0-bc29-a8e7d9fdbfe2,a philosophy of security architecture design,2020,,"there may exist vulnerabilities and there may be exposure, but steps will be taken to mitigate weaknesses. upon experiencing adversities, a host of measures will be taken to strengthen the system. one will learn from the incident, and improve on the system in as many ways as are practical.",0,0,0,0,0,1,0,0
ed705d86-e2d8-4eef-8572-880ca8be6272,supraresilience of bio-socio-technical infrastructures,2020,,antifragility ... did not exist as a notion before nicholas taleb introduced it in 2012 as an antonym to fragility and demonstrates itself as the ability of a system to become stronger (up to an unknown point) after experiencing a stressor.,0,0,0,0,0,0,0,1
cdf15aa7-b357-4c10-9a81-69ef12584add,designing decentralized knowledge management systems to effectuate individual and collective generative capacities,2020,,the term antifragility defines the property or capacity of systems (beyond robustness and resilience) to potentially benefit or even thrive when exposed to these change or disorder effects.,0,0,0,1,0,0,0,0
990c3b73-5206-41a0-a36e-14aa34cce447,"fragile, robust and antifragile services",2018,,"antifragility is a property of systems that increase in capability as a result of stressors, shocks, volatility, noise, mistakes, faults, attacks, or failures. according to n.n. taleb (2013): antifragility is beyond resilience or robustness. the resilient resists shocks and stays the same; the antifragile gets better.",0,0,0,0,0,1,0,0
2f3e0d1c-f437-415b-940f-51f201363b7c,emergence of antifragility by optimum postdisruption restoration planning of infrastructure networks,2017,,"a system is antifragile if its performance improves as the result of exposure to stressors, shocks, or disruptions.",0,0,1,1,1,1,0,1
a3d44d3e-6f3d-4fdf-bc7e-dc2c29bdedba,storytelling as a strategy in managing complex systems: using antifragility for handling an uncertain future in reliability,2017,,"antifragility refers to when [a system] benefits from this variability. (taleb, 2012; taleb & douady, 2013)",0,0,0,0,0,0,0,1
4f563db4-07fe-459c-a700-b88964d01628,"a right-brained approach to critical infrastructure protection theory in support of strategy and education: deterrence, networks, resilience, and antifragility",2017,,"antifragility essentially describes systems that actually benefit from disorder, rather than suffer.",0,0,0,0,0,1,0,0
96072c04-686c-4377-b465-9e191f0038dc,corporate real estate black swan strategies: beyond probability and resilience,2016,1.0,"antifragility... regenerates itself continuously by using, rather than suffering from, random events, unpredictable shocks, and volatility.",0,0,0,0,0,1,0,0
222bb263-c9a2-493c-8fa6-1b1176753b3b,corporate real estate black swan strategies: beyond probability and resilience,2016,2.0,the resilient resists black swans and remains the same but the antifragile knowledge gets better and better.,0,0,0,0,1,0,0,0
08fc4ef8-798e-49d3-a756-9adf9da871f9,corporate real estate black swan strategies: beyond probability and resilience,2016,3.0,"antifragility is defined as a convex response to a source of harm and so can lead to a positive response to an increase in volatility, as opposed to fragility which suffers from the variability of its environment beyond a certain pre-set threshold.",0,0,0,0,0,0,0,1
e26ecf43-af0a-4550-9c70-db076f8ed532,building antifragility in service organisations: going beyond resilience,2014,1.0,"the implications of antifragility go beyond resilience or robustness. a resilient system resists stress and remains the same; while an antifragile system improves. (jaaron & backhouse, 2014; citing taleb, 2012)",0,0,0,0,0,0,0,1
4593378d-486b-4bd4-9243-d9948b37b4a4,building antifragility in service organisations: going beyond resilience,2014,2.0,"to maintain organisational growth in a turbulent environment, organisations must build highly effective learning systems to innovate and develop from threats and stressors. this has been termed by taleb (2012s) as antifragility. the capacity to learn from stressors in order to flourish.",0,0,0,0,0,0,0,1
